BioSamples,Tissue,Chemotype,Cultivar,Treatment,Pubmed,BioProject,Instrument,Layout,Selection_method,SRA_sample,SRA_study,Study_title,Study_abstract,Date,Origin
SAMN16576033,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643298,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16576032,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643297,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16576031,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643296,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16576030,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643295,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16576029,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643294,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16576038,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643293,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16576037,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643292,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16576028,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643291,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16576027,Root,Type III,Huoma no. 1,NA,NA,PRJNA672722,Illumina HiSeq 2500,PAIRED,RT-PCR,SRS7643290,SRP291051,Transcriptome Saline-alkali resistant Industrial hemp (Cannabis sativa L) variety exposed to NaHCO3 stress,"To obtain insights into the molecular mechanisms of alkaline salt tolerance, the transcriptome analysis of roots of industrial hemp was performed to identify the genes associated with the alkali tolerance. This is significant for the industrial hemp breeding and improvement of industrial hemp yield and quality of alkali-resistant industrial hemp.",2020-12-30 00:02:29,China:Daqing
SAMN16453436,Mixed,Type III,Yunma No.1,NA,NA,PRJNA670033,HiSeq X Ten,PAIRED,cDNA,SRS7575415,SRP288718,Cannabis sativa L transcriptome,"Raw transcriptome data of Cannabis sativa L mixed tissues (root, stem, leaf, flower and fruit).",2020-10-28 04:35:36,China:Yuanjiang
SAMN16447886,Induced_male_flower,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523199,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447885,Induced_male_flower,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523198,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447884,Induced_male_flower,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523197,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447883,Induced_male_flower,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523196,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447882,Induced_male_flower,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523195,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447881,Flower_female,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523194,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447880,Flower_female,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523193,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447879,Flower_female,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523191,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447891,Flower_male,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523192,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447890,Flower_male,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523190,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447889,Flower_male,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523189,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447888,Flower_male,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523188,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447887,Induced_male_flower,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523185,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447878,Flower_female,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523187,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16447877,Flower_female,Type I,MS-17-338 ,NA,33392743,PRJNA669389,NextSeq 500,PAIRED,cDNA,SRS7523186,SRP287515,Floral sex expression in cannabis,The study uses RNA-Seq samples from three cannabis flower sex types to uncover potential genes controlling flower sex determination and flower development in cannabis.,2021-04-30 13:10:45,Canada: Saskatoon
SAMN16122889,Leaf,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356651,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122888,Flower_female,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356650,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122887,Flower_female,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356649,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122886,Flower_female,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356648,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122885,Stem,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356647,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122884,Stem,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356646,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122883,Stem,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356645,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122882,Leaf,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356644,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122891,Leaf,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356643,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122890,Leaf,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356642,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122881,Leaf,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356641,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN16122880,Leaf,Type III,diname_kush_cbd,NA,37224907,PRJNA663214,Illumina NovaSeq 6000,PAIRED,Oligo-dT,SRS7356640,SRP282262,Cannabis sativa Transcriptome,Diname Kush CBD Transcriptome(stem leaf flower),2023-05-26 11:13:44,missing
SAMN15043216,Leaf,Type III,Hanma 2,NA,NA,PRJNA635553,Illumina NovaSeq 6000,PAIRED,PCR,SRS6746331,SRP265442,Cannabis sativa cultivar:Hanma 2 Raw sequence reads,"At the three-leaf stage, plants were sprayed 40 mg/L uniconazole solution, and the others were sprayed distilled water. After spraying 48 h, the plants were subjected to drought stress for 2 and 4 days, the fully expanded third leaves from the base were harvested for RNA sequencing (RNA-seq). The overall objective of the study was to elucidate a putative involvement of uniconazole in hemp in response to drought stress.",2020-06-01 06:12:30,China:Daqing
SAMN15043042,Leaf,Type III,Hanma 2,NA,NA,PRJNA635553,Illumina NovaSeq 6000,PAIRED,PCR,SRS6746330,SRP265442,Cannabis sativa cultivar:Hanma 2 Raw sequence reads,"At the three-leaf stage, plants were sprayed 40 mg/L uniconazole solution, and the others were sprayed distilled water. After spraying 48 h, the plants were subjected to drought stress for 2 and 4 days, the fully expanded third leaves from the base were harvested for RNA sequencing (RNA-seq). The overall objective of the study was to elucidate a putative involvement of uniconazole in hemp in response to drought stress.",2020-06-01 06:11:16,China:Daqing
SAMN15042996,Leaf,Type III,Hanma 2,NA,NA,PRJNA635553,Illumina NovaSeq 6000,PAIRED,PCR,SRS6746329,SRP265442,Cannabis sativa cultivar:Hanma 2 Raw sequence reads,"At the three-leaf stage, plants were sprayed 40 mg/L uniconazole solution, and the others were sprayed distilled water. After spraying 48 h, the plants were subjected to drought stress for 2 and 4 days, the fully expanded third leaves from the base were harvested for RNA sequencing (RNA-seq). The overall objective of the study was to elucidate a putative involvement of uniconazole in hemp in response to drought stress.",2020-06-01 06:11:16,China:Daqing
SAMN15042995,Leaf,Type III,Hanma 2,NA,NA,PRJNA635553,Illumina NovaSeq 6000,PAIRED,PCR,SRS6746328,SRP265442,Cannabis sativa cultivar:Hanma 2 Raw sequence reads,"At the three-leaf stage, plants were sprayed 40 mg/L uniconazole solution, and the others were sprayed distilled water. After spraying 48 h, the plants were subjected to drought stress for 2 and 4 days, the fully expanded third leaves from the base were harvested for RNA sequencing (RNA-seq). The overall objective of the study was to elucidate a putative involvement of uniconazole in hemp in response to drought stress.",2020-06-01 06:10:33,China:Daqing
